Group ID,Major,Course
123,"Classical Humanities, BA",CLASSICS 308
123,"Classical Humanities, BA",CLASSICS 315
123,"Classical Humanities, BA",CLASSICS 320
123,"Classical Humanities, BA",CLASSICS 321
123,"Classical Humanities, BA",CLASSICS 322
123,"Classical Humanities, BA",CLASSICS/JEWISH/RELIG ST  323
123,"Classical Humanities, BA",CLASSICS/HEBR-BIB/JEWISH/LITTRANS/RELIG ST  332
123,"Classical Humanities, BA",CLASSICS/JEWISH/RELIG ST  335
123,"Classical Humanities, BA",CLASSICS 340
123,"Classical Humanities, BA",CLASSICS/GEN&WS  351
123,"Classical Humanities, BA",CLASSICS/GEN&WS  361
123,"Classical Humanities, BA",CLASSICS/HISTORY/POLI SCI  362
123,"Classical Humanities, BA",CLASSICS 371
123,"Classical Humanities, BA",CLASSICS 373
123,"Classical Humanities, BA",CLASSICS 420
123,"Classical Humanities, BA",CLASSICS 430
123,"Classical Humanities, BA",CLASSICS/ENVIR ST  488
123,"Classical Humanities, BA",CLASSICS/HISTORY/RELIG ST  517
123,"Classical Humanities, BA",CLASSICS 523
123,"Classical Humanities, BA",CLASSICS 681
123,"Classical Humanities, BA",CLASSICS 691
123,"Classical Humanities, BA",CLASSICS 699
123,"Classical Humanities, BA",GREEK 305
123,"Classical Humanities, BA",GREEK 306
123,"Classical Humanities, BA",GREEK 401
123,"Classical Humanities, BA",GREEK 505
123,"Classical Humanities, BA",GREEK 510
123,"Classical Humanities, BA",GREEK 511
123,"Classical Humanities, BA",GREEK 512
123,"Classical Humanities, BA",GREEK 520
123,"Classical Humanities, BA",GREEK 521
123,"Classical Humanities, BA",GREEK 530
123,"Classical Humanities, BA",GREEK 532
123,"Classical Humanities, BA",GREEK 541
123,"Classical Humanities, BA",GREEK 551
123,"Classical Humanities, BA",GREEK 560
123,"Classical Humanities, BA",GREEK 571
123,"Classical Humanities, BA",GREEK 681
123,"Classical Humanities, BA",GREEK 691
123,"Classical Humanities, BA",GREEK 699
123,"Classical Humanities, BA",HEBR-BIB 323
123,"Classical Humanities, BA",HEBR-BIB 324
123,"Classical Humanities, BA",LATIN 305
123,"Classical Humanities, BA",LATIN 306
123,"Classical Humanities, BA",LATIN 401
123,"Classical Humanities, BA",LATIN 505
123,"Classical Humanities, BA",LATIN 515
123,"Classical Humanities, BA",LATIN 519
123,"Classical Humanities, BA",LATIN 520
123,"Classical Humanities, BA",LATIN 523
123,"Classical Humanities, BA",LATIN 524
123,"Classical Humanities, BA",LATIN 539
123,"Classical Humanities, BA",LATIN 549
123,"Classical Humanities, BA",LATIN 559
123,"Classical Humanities, BA",LATIN/MEDIEVAL  563
123,"Classical Humanities, BA",LATIN 681
123,"Classical Humanities, BA",LATIN 691
123,"Classical Humanities, BA",LATIN 699
123,"Classical Humanities, BA",ART HIST 301
123,"Classical Humanities, BA",ART HIST 302
123,"Classical Humanities, BA",ART HIST 310
123,"Classical Humanities, BA",ART HIST 405
123,"Classical Humanities, BA",ART HIST 505
123,"Classical Humanities, BA",HISTORY/RELIG ST  208
123,"Classical Humanities, BA",HISTORY 303
123,"Classical Humanities, BA",HISTORY 307
123,"Classical Humanities, BA",PHILOS 430
123,"Classical Humanities, BA",PHILOS 454
124,"Classical Humanities, BA",CLASSICS 100
124,"Classical Humanities, BA",CLASSICS 101
124,"Classical Humanities, BA",CLASSICS 102
124,"Classical Humanities, BA",CLASSICS 103
124,"Classical Humanities, BA",CLASSICS/HISTORY  110
124,"Classical Humanities, BA",CLASSICS 150
124,"Classical Humanities, BA",CLASSICS 205
124,"Classical Humanities, BA",CLASSICS 206
124,"Classical Humanities, BA",CLASSICS/JEWISH/LITTRANS/RELIG ST  227
124,"Classical Humanities, BA",CLASSICS/JEWISH  241
124,"Classical Humanities, BA",CLASSICS 270
124,"Classical Humanities, BA",GREEK 103
124,"Classical Humanities, BA",GREEK 104
124,"Classical Humanities, BA",HEBR-BIB 103
124,"Classical Humanities, BA",HEBR-BIB 104
124,"Classical Humanities, BA",HEBR-BIB 391
124,"Classical Humanities, BA",LATIN 103
124,"Classical Humanities, BA",LATIN 104
124,"Classical Humanities, BA",LATIN 391
124,"Classical Humanities, BA",AN SCI 240
124,"Classical Humanities, BA",ART HIST 201
124,"Classical Humanities, BA",ILS 201
124,"Classical Humanities, BA",ILS 203
124,"Classical Humanities, BA",ILS 205
125,"Classical Humanities, BA",CLASSICS 591
125,"Classical Humanities, BA",CLASSICS 682
125,"Classical Humanities, BA",CLASSICS 692
125,"Classical Humanities, BA",GREEK 505
125,"Classical Humanities, BA",GREEK 510
125,"Classical Humanities, BA",GREEK 511
125,"Classical Humanities, BA",GREEK 512
125,"Classical Humanities, BA",GREEK 520
125,"Classical Humanities, BA",GREEK 521
125,"Classical Humanities, BA",GREEK 530
125,"Classical Humanities, BA",GREEK 532
125,"Classical Humanities, BA",GREEK 541
125,"Classical Humanities, BA",GREEK 551
125,"Classical Humanities, BA",GREEK 560
125,"Classical Humanities, BA",GREEK 571
125,"Classical Humanities, BA",GREEK 682
125,"Classical Humanities, BA",GREEK 692
125,"Classical Humanities, BA",LATIN 505
125,"Classical Humanities, BA",LATIN 515
125,"Classical Humanities, BA",LATIN 519
125,"Classical Humanities, BA",LATIN 520
125,"Classical Humanities, BA",LATIN 523
125,"Classical Humanities, BA",LATIN 524
125,"Classical Humanities, BA",LATIN 539
125,"Classical Humanities, BA",LATIN 549
125,"Classical Humanities, BA",LATIN 559
125,"Classical Humanities, BA",LATIN/MEDIEVAL  563
125,"Classical Humanities, BA",LATIN 682
125,"Classical Humanities, BA",LATIN 692
126,"Classics, BA",GREEK 305
126,"Classics, BA",GREEK 306
127,"Classics, BA",LATIN 305
127,"Classics, BA",LATIN 306
127,"Classics, BA",LATIN 401
127,"Classics, BA",LATIN 505
127,"Classics, BA",LATIN 515
127,"Classics, BA",LATIN 519
127,"Classics, BA",LATIN 520
127,"Classics, BA",LATIN 523
127,"Classics, BA",LATIN 524
127,"Classics, BA",LATIN 539
127,"Classics, BA",LATIN 549
127,"Classics, BA",LATIN 559
127,"Classics, BA",LATIN/MEDIEVAL  563
128,"Classics, BA",LATIN 305
128,"Classics, BA",LATIN 306
129,"Classics, BA",GREEK 305
129,"Classics, BA",GREEK 306
129,"Classics, BA",GREEK 401
129,"Classics, BA",GREEK 505
129,"Classics, BA",GREEK 510
129,"Classics, BA",GREEK 511
129,"Classics, BA",GREEK 512
129,"Classics, BA",GREEK 520
129,"Classics, BA",GREEK 521
129,"Classics, BA",GREEK 530
129,"Classics, BA",GREEK 532
129,"Classics, BA",GREEK 551
129,"Classics, BA",GREEK 560
130,"Communication Sciences and Disorders, BA",CS&D 120
130,"Communication Sciences and Disorders, BA",CS&D 201
130,"Communication Sciences and Disorders, BA",CS&D 202
130,"Communication Sciences and Disorders, BA",CS&D 210
130,"Communication Sciences and Disorders, BA",CS&D 240
130,"Communication Sciences and Disorders, BA",CS&D 303
130,"Communication Sciences and Disorders, BA",CS&D 315
130,"Communication Sciences and Disorders, BA",CS&D 318
130,"Communication Sciences and Disorders, BA",CS&D 320
130,"Communication Sciences and Disorders, BA",CS&D 425
130,"Communication Sciences and Disorders, BA",CS&D 440
131,"Communication Sciences and Disorders, BA",PSYCH 202
131,"Communication Sciences and Disorders, BA",HDFS 262
131,"Communication Sciences and Disorders, BA",HDFS 263
132,"Communication Sciences and Disorders, BA",STAT 301
132,"Communication Sciences and Disorders, BA",STAT 311
132,"Communication Sciences and Disorders, BA",STAT 371
132,"Communication Sciences and Disorders, BA",PSYCH 210
132,"Communication Sciences and Disorders, BA",SOC/C&E SOC  360
133,"Communication Sciences and Disorders, BA",LINGUIS 101
133,"Communication Sciences and Disorders, BA",LINGUIS/ANTHRO/FOLKLORE/INTL ST  211
133,"Communication Sciences and Disorders, BA",LINGUIS 303
133,"Communication Sciences and Disorders, BA",LINGUIS 237
133,"Communication Sciences and Disorders, BA",LINGUIS/AMER IND  371
133,"Communication Sciences and Disorders, BA",LINGUIS/ANTHRO  430
133,"Communication Sciences and Disorders, BA",ENGL 214
133,"Communication Sciences and Disorders, BA",ENGL 314
133,"Communication Sciences and Disorders, BA",ENGL 318
133,"Communication Sciences and Disorders, BA",SPANISH 321
133,"Communication Sciences and Disorders, BA",SPANISH 331
133,"Communication Sciences and Disorders, BA",SPANISH 327
134,"Communication Sciences and Disorders, BA",ANTHRO 105
134,"Communication Sciences and Disorders, BA",ANTHRO/BOTANY/ZOOLOGY  410
134,"Communication Sciences and Disorders, BA",BIOCHEM 104
134,"Communication Sciences and Disorders, BA",BIOCORE 381
134,"Communication Sciences and Disorders, BA",BIOLOGY/BOTANY/ZOOLOGY  151
134,"Communication Sciences and Disorders, BA",ZOOLOGY/BIOLOGY  101
135,"Communication Sciences and Disorders, BA",BIOCHEM 104
135,"Communication Sciences and Disorders, BA",CHEM 103
135,"Communication Sciences and Disorders, BA",CHEM 108
135,"Communication Sciences and Disorders, BA",CHEM 109
135,"Communication Sciences and Disorders, BA",PHYSICS 103
135,"Communication Sciences and Disorders, BA",PHYSICS 107
135,"Communication Sciences and Disorders, BA",PHYSICS 109
136,"Communication Sciences and Disorders, BA",CS&D 110
136,"Communication Sciences and Disorders, BA",CS&D 371
136,"Communication Sciences and Disorders, BA",CS&D 424
137,"Computer Sciences, BA",COMP SCI/MATH  240
137,"Computer Sciences, BA",COMP SCI/E C E  252
137,"Computer Sciences, BA",COMP SCI 300
137,"Computer Sciences, BA",COMP SCI/E C E  354
137,"Computer Sciences, BA",COMP SCI 400
138,"Computer Sciences, BA",MATH 221 & MATH 222
138,"Computer Sciences, BA",MATH 171 & MATH 217 & MATH 222
139,"Computer Sciences, BA",MATH 320
139,"Computer Sciences, BA",MATH 340
139,"Computer Sciences, BA",MATH 345
139,"Computer Sciences, BA",MATH 341
139,"Computer Sciences, BA",MATH 375
140,"Computer Sciences, BA",STAT/MATH  309
140,"Computer Sciences, BA",STAT 311
140,"Computer Sciences, BA",STAT 324
140,"Computer Sciences, BA",MATH 331
140,"Computer Sciences, BA",STAT 333
140,"Computer Sciences, BA",STAT 340
140,"Computer Sciences, BA",STAT 371
140,"Computer Sciences, BA",STAT/MATH  431
140,"Computer Sciences, BA",MATH 531
141,"Computer Sciences, BA",COMP SCI 577
141,"Computer Sciences, BA",COMP SCI 520
142,"Computer Sciences, BA",COMP SCI 407
142,"Computer Sciences, BA",COMP SCI/E C E  506
142,"Computer Sciences, BA",COMP SCI 536
142,"Computer Sciences, BA",COMP SCI 538
142,"Computer Sciences, BA",COMP SCI 537
142,"Computer Sciences, BA",COMP SCI 542
142,"Computer Sciences, BA",COMP SCI 544
142,"Computer Sciences, BA",COMP SCI/E C E  552
142,"Computer Sciences, BA",COMP SCI 557
142,"Computer Sciences, BA",COMP SCI 564
142,"Computer Sciences, BA",COMP SCI 640
142,"Computer Sciences, BA",COMP SCI 642
143,"Computer Sciences, BA",COMP SCI 412
143,"Computer Sciences, BA",COMP SCI/I SY E/MATH  425
143,"Computer Sciences, BA",COMP SCI/MATH  513
143,"Computer Sciences, BA",COMP SCI/MATH  514
143,"Computer Sciences, BA",COMP SCI/E C E/I SY E  524
143,"Computer Sciences, BA",COMP SCI/I SY E/MATH/STAT  525
143,"Computer Sciences, BA",COMP SCI 534
143,"Computer Sciences, BA",COMP SCI 540
143,"Computer Sciences, BA",COMP SCI 541
143,"Computer Sciences, BA",COMP SCI 559
143,"Computer Sciences, BA",COMP SCI 565
143,"Computer Sciences, BA",COMP SCI 566
143,"Computer Sciences, BA",COMP SCI 570
143,"Computer Sciences, BA",COMP SCI 571
144,"Computer Sciences, BA",COMP SCI 407
144,"Computer Sciences, BA",COMP SCI 412
144,"Computer Sciences, BA",COMP SCI/I SY E/MATH  425
144,"Computer Sciences, BA",COMP SCI/E C E/MATH  435
144,"Computer Sciences, BA",COMP SCI/STAT  471
144,"Computer Sciences, BA",COMP SCI/MATH/STAT  475
144,"Computer Sciences, BA",COMP SCI/E C E  506
144,"Computer Sciences, BA",COMP SCI/MATH  513
144,"Computer Sciences, BA",COMP SCI/MATH  514
144,"Computer Sciences, BA",COMP SCI/DS/I SY E  518
144,"Computer Sciences, BA",COMP SCI 520
144,"Computer Sciences, BA",COMP SCI/E C E/I SY E  524
144,"Computer Sciences, BA",COMP SCI/I SY E/MATH/STAT  525
144,"Computer Sciences, BA",COMP SCI/I SY E  526
144,"Computer Sciences, BA",COMP SCI/E C E/M E  532
144,"Computer Sciences, BA",COMP SCI/E C E  533
144,"Computer Sciences, BA",COMP SCI 534
144,"Computer Sciences, BA",COMP SCI 536
144,"Computer Sciences, BA",COMP SCI 537
144,"Computer Sciences, BA",COMP SCI 538
144,"Computer Sciences, BA",COMP SCI/E C E/M E  539
144,"Computer Sciences, BA",COMP SCI 540
144,"Computer Sciences, BA",COMP SCI 541
144,"Computer Sciences, BA",COMP SCI 542
144,"Computer Sciences, BA",COMP SCI 544
144,"Computer Sciences, BA",COMP SCI/E C E  552
144,"Computer Sciences, BA",COMP SCI 557
144,"Computer Sciences, BA",COMP SCI 559
144,"Computer Sciences, BA",COMP SCI/E C E  561
144,"Computer Sciences, BA",COMP SCI 564
144,"Computer Sciences, BA",COMP SCI 565
144,"Computer Sciences, BA",COMP SCI 566
144,"Computer Sciences, BA",COMP SCI/B M I  567
144,"Computer Sciences, BA",COMP SCI 570
144,"Computer Sciences, BA",COMP SCI 571
144,"Computer Sciences, BA",COMP SCI/B M I  576
144,"Computer Sciences, BA",COMP SCI 577
144,"Computer Sciences, BA",COMP SCI/DS  579
144,"Computer Sciences, BA",COMP SCI 620
144,"Computer Sciences, BA",COMP SCI 640
144,"Computer Sciences, BA",COMP SCI 642
144,"Computer Sciences, BA",COMP SCI 639
145,"Conservation Biology, BA",BIOLOGY/ZOOLOGY  101
145,"Conservation Biology, BA",BIOLOGY/ZOOLOGY  102
145,"Conservation Biology, BA",BIOLOGY/BOTANY  130
145,"Conservation Biology, BA",BIOLOGY/BOTANY/ZOOLOGY  151
145,"Conservation Biology, BA",BIOLOGY/BOTANY/ZOOLOGY  152
145,"Conservation Biology, BA",BIOCORE 381
145,"Conservation Biology, BA",BIOCORE 382
145,"Conservation Biology, BA",BIOCORE 383
145,"Conservation Biology, BA",BIOCORE 384
145,"Conservation Biology, BA",BIOCORE 485
145,"Conservation Biology, BA",BIOCORE 486
146,"Conservation Biology, BA",CHEM 103
146,"Conservation Biology, BA",CHEM 108
146,"Conservation Biology, BA",CHEM 109
147,"Conservation Biology, BA",ATM OCN/GEOSCI 105
147,"Conservation Biology, BA",ENVIR ST/GEOSCI 106
147,"Conservation Biology, BA",ENVIR ST/GEOG  120
147,"Conservation Biology, BA",ENVIR ST/GEOG  127
147,"Conservation Biology, BA",GEOSCI 100
147,"Conservation Biology, BA",GEOSCI 109
148,"Conservation Biology, BA",BOTANY/F&W ECOL/ZOOLOGY  460
148,"Conservation Biology, BA",GEOSCI 110
148,"Conservation Biology, BA",ANTHRO/BOTANY/ZOOLOGY  410
148,"Conservation Biology, BA",ENVIR ST/F&W ECOL/ZOOLOGY 360
149,"Conservation Biology, BA",STAT 240
149,"Conservation Biology, BA",STAT 301
149,"Conservation Biology, BA",STAT 371
150,"Conservation Biology, BA",AGROECOL 370
150,"Conservation Biology, BA",AN SCI/F&W ECOL/ZOOLOGY  520
150,"Conservation Biology, BA",AN SCI/F&W ECOL/ZOOLOGY  521
150,"Conservation Biology, BA",ANTHRO 391
150,"Conservation Biology, BA",ANTHRO 420
150,"Conservation Biology, BA",ANTHRO 458
150,"Conservation Biology, BA",ANTHRO 668
150,"Conservation Biology, BA",BOTANY 330
150,"Conservation Biology, BA",BOTANY/PL PATH  332
150,"Conservation Biology, BA",BOTANY/PL PATH  333
150,"Conservation Biology, BA",BOTANY 400
150,"Conservation Biology, BA",BOTANY 401
150,"Conservation Biology, BA",BOTANY/F&W ECOL  402
150,"Conservation Biology, BA",BOTANY 422
150,"Conservation Biology, BA",BOTANY/F&W ECOL  455
150,"Conservation Biology, BA",BOTANY/ENTOM/ZOOLOGY  473
150,"Conservation Biology, BA",ENTOM/ZOOLOGY  302
150,"Conservation Biology, BA",ENTOM 432
150,"Conservation Biology, BA",ENVIR ST/ZOOLOGY  315
150,"Conservation Biology, BA",ENVIR ST 375
150,"Conservation Biology, BA",ENVIR ST/ZOOLOGY  510
150,"Conservation Biology, BA",ENVIR ST/ZOOLOGY  511
150,"Conservation Biology, BA",F&W ECOL 306
150,"Conservation Biology, BA",F&W ECOL 401
150,"Conservation Biology, BA",F&W ECOL/SURG SCI  548
150,"Conservation Biology, BA",F&W ECOL 655
150,"Conservation Biology, BA",GEOSCI/ZOOLOGY  542
150,"Conservation Biology, BA",LAND ARC/ENVIR ST  361
150,"Conservation Biology, BA",LAND ARC/ENVIR ST  581
150,"Conservation Biology, BA",MICROBIO 303
150,"Conservation Biology, BA",MICROBIO 304
150,"Conservation Biology, BA",M M & I/ENTOM/PATH-BIO/ZOOLOGY  350
150,"Conservation Biology, BA",PSYCH 449
150,"Conservation Biology, BA",ZOOLOGY 425
150,"Conservation Biology, BA",PSYCH 450
150,"Conservation Biology, BA",ZOOLOGY 303
150,"Conservation Biology, BA",ZOOLOGY 304
150,"Conservation Biology, BA",ZOOLOGY 320
150,"Conservation Biology, BA",ZOOLOGY/ENVIR ST  315
150,"Conservation Biology, BA",ZOOLOGY 316
150,"Conservation Biology, BA",ZOOLOGY 430
151,"Conservation Biology, BA",A A E/ENVIR ST  244
151,"Conservation Biology, BA",BOTANY/AMER IND/ANTHRO  474
151,"Conservation Biology, BA",C&E SOC/SOC  140
151,"Conservation Biology, BA",C&E SOC/F&W ECOL/SOC  248
151,"Conservation Biology, BA",ECON 101
151,"Conservation Biology, BA",ENVIR ST/GEOG  139
151,"Conservation Biology, BA",ENVIR ST/AMER IND  306
151,"Conservation Biology, BA",ENVIR ST 308
151,"Conservation Biology, BA",ENVIR ST/GEOG  339
151,"Conservation Biology, BA",ENVIR ST/PHILOS  441
151,"Conservation Biology, BA",ENVIR ST/GEOG/HISTORY  460
151,"Conservation Biology, BA",GEOG 344
151,"Conservation Biology, BA",GEOG 359
151,"Conservation Biology, BA",GEOG 538
151,"Conservation Biology, BA",LAND ARC 363
152,"Conservation Biology, BA",ANTHRO 405
152,"Conservation Biology, BA",ATM OCN 100
152,"Conservation Biology, BA",BOTANY/PL PATH  123
152,"Conservation Biology, BA",BOTANY/ENVIR ST/ZOOLOGY  260
152,"Conservation Biology, BA",BOTANY 300
152,"Conservation Biology, BA",BOTANY 305
152,"Conservation Biology, BA",BOTANY/ZOOLOGY  450
152,"Conservation Biology, BA",ENTOM/ENVIR ST  201
152,"Conservation Biology, BA",ENTOM/ZOOLOGY  540
152,"Conservation Biology, BA",ENTOM 699
152,"Conservation Biology, BA",ENVIR ST/ILS  126
152,"Conservation Biology, BA",ENVIR ST/GEOG/SOIL SCI  230
152,"Conservation Biology, BA",ENVIR ST 307
152,"Conservation Biology, BA",ENVIR ST/SOIL SCI  324
152,"Conservation Biology, BA",ENVIR ST/CIV ENGR/GEOG  377
152,"Conservation Biology, BA",ENVIR ST/POP HLTH  471
152,"Conservation Biology, BA",ENVIR ST/F&W ECOL  515
152,"Conservation Biology, BA",ENVIR ST/GEOG  537
152,"Conservation Biology, BA",ENVIR ST/SOIL SCI  575
152,"Conservation Biology, BA",F&W ECOL/ZOOLOGY  335
152,"Conservation Biology, BA",F&W ECOL 375
152,"Conservation Biology, BA",F&W ECOL 395
152,"Conservation Biology, BA",F&W ECOL 561
152,"Conservation Biology, BA",F&W ECOL/LAND ARC/ZOOLOGY  565
152,"Conservation Biology, BA",F&W ECOL 699
152,"Conservation Biology, BA",GENETICS 466
152,"Conservation Biology, BA",GENETICS 467
152,"Conservation Biology, BA",GENETICS 527
152,"Conservation Biology, BA",GEOG/GEOSCI  420
152,"Conservation Biology, BA",LAND ARC 211
152,"Conservation Biology, BA",MICROBIO 101
152,"Conservation Biology, BA",MICROBIO 102
152,"Conservation Biology, BA",PL PATH 300
152,"Conservation Biology, BA",PL PATH 315
152,"Conservation Biology, BA",PLANTSCI 376
152,"Conservation Biology, BA",SOIL SCI 301
152,"Conservation Biology, BA",ZOOLOGY 405
153,"Data Science, BA",MATH 221
154,"Data Science, BA",MATH 217
155,"Data Science, BA",MATH 222
156,"Data Science, BA",STAT 240
157,"Data Science, BA",STAT 340
158,"Data Science, BA",COMP SCI 220
159,"Data Science, BA",COMP SCI 300
160,"Data Science, BA",COMP SCI 320
161,"Data Science, BA",E C E/I SY E  570
162,"Data Science, BA",MATH 320
162,"Data Science, BA",MATH 340
162,"Data Science, BA",MATH 341
162,"Data Science, BA",MATH 345
162,"Data Science, BA",MATH 375
163,"Data Science, BA",COMP SCI 400
163,"Data Science, BA",COMP SCI 412
163,"Data Science, BA",COMP SCI/MATH  513
163,"Data Science, BA",COMP SCI/MATH  514
163,"Data Science, BA",COMP SCI/E C E/I SY E  524
163,"Data Science, BA",COMP SCI 544
163,"Data Science, BA",COMP SCI 557
163,"Data Science, BA",COMP SCI 564
163,"Data Science, BA",COMP SCI 565
163,"Data Science, BA",COMP SCI/B M I  576
163,"Data Science, BA",GEOG 573
163,"Data Science, BA",GEOG 574
163,"Data Science, BA",MATH 444
163,"Data Science, BA",STAT/COMP SCI  471
164,"Data Science, BA",ACT SCI 657
164,"Data Science, BA",CIV ENGR 516
164,"Data Science, BA",ECON 400
164,"Data Science, BA",ECON 410
164,"Data Science, BA",ECON 460
164,"Data Science, BA",GEOG 560
164,"Data Science, BA",GEOG 579
164,"Data Science, BA",I SY E 575
164,"Data Science, BA",MATH 531
164,"Data Science, BA",MATH/I SY E/OTM/STAT  632
164,"Data Science, BA",MATH 635
164,"Data Science, BA",STAT/MATH  309
164,"Data Science, BA",STAT 311
164,"Data Science, BA",MATH/STAT  431
164,"Data Science, BA",STAT/MATH  310
164,"Data Science, BA",STAT 312
164,"Data Science, BA",STAT 349
164,"Data Science, BA",STAT 351
164,"Data Science, BA",STAT 421
164,"Data Science, BA",STAT/M E  424
164,"Data Science, BA",STAT 436
164,"Data Science, BA",STAT 443
164,"Data Science, BA",STAT 456
164,"Data Science, BA",STAT 461
164,"Data Science, BA",STAT 575
165,"Data Science, BA",BSE 405
165,"Data Science, BA",CHEM 361
165,"Data Science, BA",COMP SCI/E C E/M E  532
165,"Data Science, BA",COMP SCI/E C E/M E  539
165,"Data Science, BA",COMP SCI 540
165,"Data Science, BA",I SY E 521
165,"Data Science, BA",MATH 535
165,"Data Science, BA",MATH 616
165,"Data Science, BA",PHYSICS 361
165,"Data Science, BA",STAT 451
165,"Data Science, BA",STAT 453
166,"Data Science, BA",ACT SCI 655
166,"Data Science, BA",COMP SCI/I SY E/MATH  425
166,"Data Science, BA",COMP SCI/I SY E/MATH/STAT  525
166,"Data Science, BA",COMP SCI/E C E  533
166,"Data Science, BA",COMP SCI 541
166,"Data Science, BA",COMP SCI 559
166,"Data Science, BA",COMP SCI/B M I  567
166,"Data Science, BA",COMP SCI 577
166,"Data Science, BA",ECON 315
166,"Data Science, BA",ECON 570
166,"Data Science, BA",ECON 695
166,"Data Science, BA",F&W ECOL 395
166,"Data Science, BA",F&W ECOL 458
166,"Data Science, BA",GEN BUS 317
166,"Data Science, BA",GEOG 378
166,"Data Science, BA",GEOG 572
166,"Data Science, BA",GEOG 575
166,"Data Science, BA",INFO SYS 423
166,"Data Science, BA",I SY E 323
166,"Data Science, BA",I SY E 412
166,"Data Science, BA",I SY E/M E  512
166,"Data Science, BA",I SY E 612
166,"Data Science, BA",LSC 460
166,"Data Science, BA",LSC 660
166,"Data Science, BA",MATH 331
166,"Data Science, BA",SOC 351
166,"Data Science, BA",SOC/C&E SOC  618
166,"Data Science, BA",SOC/C&E SOC  693
166,"Data Science, BA",SOIL SCI 585
166,"Data Science, BA",STAT 405
166,"Data Science, BA",STAT 433
167,"Economics, BA",MATH 221
167,"Economics, BA",MATH 171 & MATH 217
167,"Economics, BA",MATH 211 & MATH 213
167,"Economics, BA",MATH 211 & ECON 205
168,"Economics, BA",ECON 310
168,"Economics, BA",ECON 400
168,"Economics, BA",ECON 410
168,"Economics, BA",MATH/STAT  309
168,"Economics, BA",MATH/STAT  431
168,"Economics, BA",STAT 311
168,"Economics, BA",STAT 324
168,"Economics, BA",STAT 340
169,"Economics, BA",ECON 101 & ECON 102
169,"Economics, BA",ECON 111
170,"Economics, BA",ECON 301
170,"Economics, BA",ECON 311
171,"Economics, BA",ECON 302
171,"Economics, BA",ECON 312
172,"Economics, BA",ECON 400
172,"Economics, BA",ECON 409
172,"Economics, BA",ECON 410
172,"Economics, BA",ECON 435
172,"Economics, BA",ECON 441
172,"Economics, BA",ECON 442
172,"Economics, BA",ECON 448
172,"Economics, BA",ECON 450
172,"Economics, BA",ECON 455
172,"Economics, BA",ECON 458
172,"Economics, BA",ECON 460
172,"Economics, BA",ECON 461
172,"Economics, BA",ECON 464
172,"Economics, BA",ECON 467
172,"Economics, BA",ECON 468
172,"Economics, BA",ECON 475
172,"Economics, BA",ECON/FINANCE  503
172,"Economics, BA",ECON 521
172,"Economics, BA",ECON 522
172,"Economics, BA",ECON/R M I  530
172,"Economics, BA",ECON 535
172,"Economics, BA",ECON/POP HLTH/PUB AFFR  548
172,"Economics, BA",ECON 570
172,"Economics, BA",ECON 580
172,"Economics, BA",ECON 621
172,"Economics, BA",ECON 623
172,"Economics, BA",ECON 661
172,"Economics, BA",ECON 664
172,"Economics, BA",ECON 666
172,"Economics, BA",ECON 690
172,"Economics, BA",ECON 695
173,"Economics, BA",ECON/FINANCE  300
173,"Economics, BA",ECON/HIST SCI  305
173,"Economics, BA",ECON/A A E/REAL EST/URB R PL  306
173,"Economics, BA",ECON 309
173,"Economics, BA",ECON 315
173,"Economics, BA",ECON/FINANCE  320
173,"Economics, BA",ECON 321
173,"Economics, BA",ECON 325
173,"Economics, BA",ECON 330
173,"Economics, BA",ECON 340
173,"Economics, BA",ECON/A A E/ENVIR ST  343
173,"Economics, BA",ECON 350
173,"Economics, BA",ECON 355
173,"Economics, BA",ECON 370
173,"Economics, BA",ECON/A A E  371
173,"Economics, BA",ECON 390
173,"Economics, BA",ECON/REAL EST/URB R PL  420
173,"Economics, BA",ECON/A A E  421
173,"Economics, BA",ECON/ENVIR ST/POLI SCI/URB R PL  449
173,"Economics, BA",ECON/A A E/INTL BUS  462
173,"Economics, BA",ECON 465
173,"Economics, BA",ECON/HISTORY  466
173,"Economics, BA",ECON/A A E  473
173,"Economics, BA",ECON/A A E  474
173,"Economics, BA",ECON/A A E  477
173,"Economics, BA",ECON/PHILOS  524
173,"Economics, BA",ECON/A A E  526
173,"Economics, BA",ECON/A A E/F&W ECOL  531
173,"Economics, BA",ECON/A A E/ENVIR ST/URB R PL  671
174,"English, BA",ENGL 241
174,"English, BA",ENGL 242
175,"English, BA",ENGL/LITTRANS  223
175,"English, BA",ENGL 243
175,"English, BA",ENGL/GEN&WS  248
175,"English, BA",ENGL/ASIAN AM  270
175,"English, BA",ENGL 361
175,"English, BA",ENGL/CHICLA  368
175,"English, BA",ENGL 374
175,"English, BA",ENGL 455
175,"English, BA",ENGL 456
175,"English, BA",ENGL 457
175,"English, BA",ENGL 458
175,"English, BA",ENGL 459
175,"English, BA",ENGL 461
175,"English, BA",ENGL/ASIAN AM/GEN&WS  463
175,"English, BA",ENGL/ASIAN AM/GEN&WS  464
175,"English, BA",ENGL/ASIAN AM  465
175,"English, BA",ENGL 474
175,"English, BA",ENGL/JEWISH  539
175,"English, BA",ENGL/AFROAMER  672
176,"English, BA",ENGL 220
176,"English, BA",ENGL 431
176,"English, BA",ENGL 432
176,"English, BA",ENGL 328
176,"English, BA",ENGL 334
176,"English, BA",ENGL 335
